date,nifty_open,nifty_close,fii_view,pro_view,is_expiry,strategy_name,daily_pnl,pnl_per_lot_rs,intraday_max_loss,intraday_max_profit,sl_hit,tp_hit,move_exit,exit_type,sl_points,tp_points,vix_open,nifty_change_pct,cumulative_pnl,cumulative_pnl_rs
2020-08-06,11185.7,11206.8,Neutral,Bearish,1,Iron Condor,-6.74,-168.57,-16.8,0.0,False,False,False,close,27.96,0.0,23.57,0.19,-6.74,-168.5
2020-08-06,11185.7,11206.8,Neutral,Bearish,1,Iron Butterfly,-6.75,-168.68,-22.1,0.0,False,False,False,close,44.74,0.0,23.57,0.19,-6.75,-168.75
2020-08-06,11185.7,11206.8,Neutral,Bearish,1,Bull Call Spread,3.18,79.46,-19.07,22.8,False,False,False,close,27.96,0.0,23.57,0.19,3.18,79.5
2020-08-06,11185.7,11206.8,Neutral,Bearish,1,Bear Put Spread,-11.17,-279.35,-23.79,16.38,False,False,False,close,27.96,0.0,23.57,0.19,-11.17,-279.25
2020-08-06,11185.7,11206.8,Neutral,Bearish,1,Straddle,-5.79,-144.64,0.0,13.6,False,False,False,close,33.56,0.0,23.57,0.19,-5.79,-144.75
2020-08-06,11185.7,11206.8,Neutral,Bearish,1,Strangle,-4.53,-113.31,-3.17,0.0,False,False,False,close,22.37,0.0,23.57,0.19,-4.53,-113.25
2020-08-06,11185.7,11206.8,Neutral,Bearish,1,Short Straddle,-2.21,-55.36,-21.6,0.0,False,False,False,close,55.93,0.0,23.57,0.19,-2.21,-55.25
2020-08-06,11185.7,11206.8,Neutral,Bearish,1,Short Strangle,-3.47,-86.69,-7.5,0.0,False,False,False,close,44.74,0.0,23.57,0.19,-3.47,-86.75
2020-08-07,11186.65,11216.9,Neutral,Bullish,0,Iron Condor,-5.62,-140.59,-8.77,0.0,False,False,False,close,27.97,0.0,23.15,0.27,-12.36,-309.0
2020-08-07,11186.65,11216.9,Neutral,Bullish,0,Iron Butterfly,-5.69,-142.27,-9.62,0.0,False,False,False,close,44.75,0.0,23.15,0.27,-12.44,-311.0
2020-08-07,11186.65,11216.9,Neutral,Bullish,0,Bull Call Spread,-1.17,-29.37,-9.14,1.59,False,False,False,close,27.97,0.0,23.15,0.27,2.01,50.25
2020-08-07,11186.65,11216.9,Neutral,Bullish,0,Bear Put Spread,-6.76,-168.94,-8.75,0.63,False,False,False,close,27.97,0.0,23.15,0.27,-17.93,-448.25
2020-08-07,11186.65,11216.9,Neutral,Bullish,0,Straddle,-24.74,-618.38,-2.29,0.0,False,False,False,close,33.56,0.0,23.15,0.27,-30.53,-763.25
2020-08-07,11186.65,11216.9,Neutral,Bullish,0,Strangle,-22.43,-560.65,-2.79,0.0,False,False,False,close,22.37,0.0,23.15,0.27,-26.96,-674.0
2020-08-07,11186.65,11216.9,Neutral,Bullish,0,Short Straddle,16.74,418.38,-6.83,0.0,False,False,False,close,55.93,0.0,23.15,0.27,14.53,363.25
2020-08-07,11186.65,11216.9,Neutral,Bullish,0,Short Strangle,14.43,360.65,-6.44,0.0,False,False,False,close,44.75,0.0,23.15,0.27,10.96,274.0
2020-08-10,11270.25,11274.65,Neutral,Neutral,0,Iron Condor,-2.45,-61.28,-11.52,0.0,False,False,False,close,28.18,0.0,22.58,0.04,-14.81,-370.25
2020-08-10,11270.25,11274.65,Neutral,Neutral,0,Iron Butterfly,-0.92,-23.05,-14.21,0.0,False,False,False,close,45.08,0.0,22.58,0.04,-13.36,-334.0
2020-08-10,11270.25,11274.65,Neutral,Neutral,0,Bull Call Spread,-4.53,-113.31,-9.63,7.59,False,False,False,close,28.18,0.0,22.58,0.04,-2.52,-63.0
2020-08-10,11270.25,11274.65,Neutral,Neutral,0,Bear Put Spread,-5.0,-124.92,-12.9,0.82,False,False,False,close,28.18,0.0,22.58,0.04,-22.93,-573.25
2020-08-10,11270.25,11274.65,Neutral,Neutral,0,Straddle,-26.83,-670.72,-5.4,10.04,False,False,False,close,33.81,0.0,22.58,0.04,-57.36,-1434.0
2020-08-10,11270.25,11274.65,Neutral,Neutral,0,Strangle,-19.75,-493.77,-3.99,3.83,False,False,False,close,22.54,0.0,22.58,0.04,-46.71,-1167.75
2020-08-10,11270.25,11274.65,Neutral,Neutral,0,Short Straddle,18.83,470.72,-18.04,0.0,False,False,False,close,56.35,0.0,22.58,0.04,33.36,834.0
2020-08-10,11270.25,11274.65,Neutral,Neutral,0,Short Strangle,11.75,293.77,-11.83,0.0,False,False,False,close,45.08,0.0,22.58,0.04,22.71,567.75
2020-08-11,11322.25,11332.0,Neutral,Neutral,0,Iron Condor,3.63,90.87,-11.47,0.0,False,False,False,close,28.31,0.0,22.51,0.09,-11.18,-279.5
2020-08-11,11322.25,11332.0,Neutral,Neutral,0,Iron Butterfly,7.7,192.4,-14.16,0.0,False,False,False,close,45.29,0.0,22.51,0.09,-5.66,-141.5
2020-08-11,11322.25,11332.0,Neutral,Neutral,0,Bull Call Spread,-4.02,-100.46,-8.92,6.79,False,False,False,close,28.31,0.0,22.51,0.09,-6.54,-163.5
2020-08-11,11322.25,11332.0,Neutral,Neutral,0,Bear Put Spread,-8.04,-201.06,-12.1,0.13,False,False,False,close,28.31,0.0,22.51,0.09,-30.97,-774.25
2020-08-11,11322.25,11332.0,Neutral,Neutral,0,Straddle,-37.43,-935.76,-5.59,7.19,False,False,False,close,33.97,0.0,22.51,0.09,-94.79,-2369.75
2020-08-11,11322.25,11332.0,Neutral,Neutral,0,Strangle,-21.73,-543.36,-4.2,1.03,False,False,False,close,22.64,0.0,22.51,0.09,-68.44,-1711.0
2020-08-11,11322.25,11332.0,Neutral,Neutral,0,Short Straddle,29.43,735.76,-15.19,0.0,False,False,False,close,56.61,0.0,22.51,0.09,62.79,1569.75
2020-08-11,11322.25,11332.0,Neutral,Neutral,0,Short Strangle,13.73,343.36,-9.03,0.0,False,False,False,close,45.29,0.0,22.51,0.09,36.44,911.0
2020-08-12,11289.0,11310.75,Neutral,Neutral,0,Iron Condor,6.84,170.99,-12.01,0.0,False,False,False,close,28.22,0.0,21.36,0.19,-4.34,-108.5
2020-08-12,11289.0,11310.75,Neutral,Neutral,0,Iron Butterfly,16.28,407.08,-13.09,0.0,False,False,False,close,45.16,0.0,21.36,0.19,10.62,265.5
2020-08-12,11289.0,11310.75,Neutral,Neutral,0,Bull Call Spread,-3.19,-79.66,-16.02,5.92,False,False,False,close,28.22,0.0,21.36,0.19,-9.73,-243.25
2020-08-12,11289.0,11310.75,Neutral,Neutral,0,Bear Put Spread,-14.26,-356.43,-12.44,9.09,False,False,False,close,28.22,0.0,21.36,0.19,-45.23,-1130.75
2020-08-12,11289.0,11310.75,Neutral,Neutral,0,Straddle,-34.76,-869.05,-2.32,4.81,False,False,False,close,33.87,0.0,21.36,0.19,-129.55,-3238.75
2020-08-12,11289.0,11310.75,Neutral,Neutral,0,Strangle,-10.48,-261.98,-4.28,0.0,False,False,False,close,22.58,0.0,21.36,0.19,-78.92,-1973.0
2020-08-12,11289.0,11310.75,Neutral,Neutral,0,Short Straddle,26.76,669.05,-12.81,0.0,False,False,False,close,56.45,0.0,21.36,0.19,89.55,2238.75
2020-08-12,11289.0,11310.75,Neutral,Neutral,0,Short Strangle,2.48,61.98,-7.73,0.0,False,False,False,close,45.16,0.0,21.36,0.19,38.92,973.0
2020-08-13,11334.85,11312.2,Neutral,Neutral,1,Iron Condor,-10.32,-257.99,-20.31,0.0,False,False,False,close,28.34,0.0,20.85,-0.2,-14.66,-366.5
2020-08-13,11334.85,11312.2,Neutral,Neutral,1,Iron Butterfly,-11.7,-292.4,-29.76,0.0,False,False,False,close,45.34,0.0,20.85,-0.2,-1.08,-27.0
2020-08-13,11334.85,11312.2,Neutral,Neutral,1,Bull Call Spread,-11.56,-288.91,-20.69,5.27,False,False,False,close,28.34,0.0,20.85,-0.2,-21.29,-532.25
2020-08-13,11334.85,11312.2,Neutral,Neutral,1,Bear Put Spread,4.93,123.32,-12.65,22.15,False,False,False,close,28.34,0.0,20.85,-0.2,-40.3,-1007.5
2020-08-13,11334.85,11312.2,Neutral,Neutral,1,Straddle,0.25,6.26,-4.36,21.23,False,False,False,close,34.0,0.0,20.85,-0.2,-129.3,-3232.5
2020-08-13,11334.85,11312.2,Neutral,Neutral,1,Strangle,-3.45,-86.14,-4.26,0.0,False,False,False,close,22.67,0.0,20.85,-0.2,-82.37,-2059.25
2020-08-13,11334.85,11312.2,Neutral,Neutral,1,Short Straddle,-8.25,-206.26,-29.23,0.0,False,False,False,close,56.67,0.0,20.85,-0.2,81.3,2032.5
2020-08-13,11334.85,11312.2,Neutral,Neutral,1,Short Strangle,-4.55,-113.86,-7.48,0.0,False,False,False,close,45.34,0.0,20.85,-0.2,34.37,859.25
2020-08-14,11353.3,11183.05,Neutral,Neutral,0,Iron Condor,-10.22,-255.61,-14.11,0.0,False,False,False,close,28.38,0.0,20.57,-1.5,-24.88,-622.0
2020-08-14,11353.3,11183.05,Neutral,Neutral,0,Iron Butterfly,-9.73,-243.18,-15.15,0.0,False,False,False,close,45.41,0.0,20.57,-1.5,-10.81,-270.25
2020-08-14,11353.3,11183.05,Neutral,Neutral,0,Bull Call Spread,-28.38,-709.58,-34.06,0.0,True,False,False,sl,28.38,0.0,20.57,-1.5,-49.67,-1241.75
2020-08-14,11353.3,11183.05,Neutral,Neutral,0,Bear Put Spread,18.28,456.94,-5.48,27.1,False,False,False,close,28.38,0.0,20.57,-1.5,-22.02,-550.5
2020-08-14,11353.3,11183.05,Neutral,Neutral,0,Straddle,23.92,598.1,-3.12,58.58,False,False,False,close,34.06,0.0,20.57,-1.5,-105.38,-2634.5
2020-08-14,11353.3,11183.05,Neutral,Neutral,0,Strangle,22.2,554.91,-3.65,51.44,False,False,False,close,22.71,0.0,20.57,-1.5,-60.17,-1504.25
2020-08-14,11353.3,11183.05,Neutral,Neutral,0,Short Straddle,-56.77,-1419.16,-66.58,0.0,True,False,False,sl,56.77,0.0,20.57,-1.5,24.53,613.25
2020-08-14,11353.3,11183.05,Neutral,Neutral,0,Short Strangle,-45.41,-1135.33,-59.44,0.0,True,False,False,sl,45.41,0.0,20.57,-1.5,-11.04,-276.0
2020-08-17,11248.9,11259.65,Neutral,Bearish,0,Iron Condor,-1.74,-43.44,-10.82,0.0,False,False,False,close,28.12,0.0,21.67,0.1,-26.62,-665.5
2020-08-17,11248.9,11259.65,Neutral,Bearish,0,Iron Butterfly,0.04,0.93,-10.57,0.0,False,False,False,close,45.0,0.0,21.67,0.1,-10.77,-269.25
2020-08-17,11248.9,11259.65,Neutral,Bearish,0,Bull Call Spread,-3.88,-96.94,-21.88,0.0,False,False,False,close,28.12,0.0,21.67,0.1,-53.55,-1338.75
2020-08-17,11248.9,11259.65,Neutral,Bearish,0,Bear Put Spread,-5.9,-147.43,-6.81,13.62,False,False,False,close,28.12,0.0,21.67,0.1,-27.92,-698.0
2020-08-17,11248.9,11259.65,Neutral,Bearish,0,Straddle,-28.03,-700.76,-2.95,12.5,False,False,False,close,33.75,0.0,21.67,0.1,-133.41,-3335.25
2020-08-17,11248.9,11259.65,Neutral,Bearish,0,Strangle,-19.99,-499.83,-3.86,9.94,False,False,False,close,22.5,0.0,21.67,0.1,-80.16,-2004.0
2020-08-17,11248.9,11259.65,Neutral,Bearish,0,Short Straddle,20.03,500.76,-20.5,0.0,False,False,False,close,56.24,0.0,21.67,0.1,44.56,1114.0
2020-08-17,11248.9,11259.65,Neutral,Bearish,0,Short Strangle,11.99,299.83,-17.94,0.0,False,False,False,close,45.0,0.0,21.67,0.1,0.95,23.75
2020-08-18,11259.8,11391.2,Mildly Bullish,Mildly Bullish,0,Iron Condor,-17.13,-428.22,-23.44,0.0,False,False,False,close,28.15,0.0,21.31,1.17,-43.75,-1093.75
2020-08-18,11259.8,11391.2,Mildly Bullish,Mildly Bullish,0,Iron Butterfly,-25.98,-649.58,-33.21,0.0,False,False,False,close,45.04,0.0,21.31,1.17,-36.75,-918.75
2020-08-18,11259.8,11391.2,Mildly Bullish,Mildly Bullish,0,Bull Call Spread,28.2,704.98,-4.99,26.14,False,False,False,close,28.15,0.0,21.31,1.17,-25.35,-633.75
2020-08-18,11259.8,11391.2,Mildly Bullish,Mildly Bullish,0,Bear Put Spread,-27.34,-683.61,-24.38,0.0,False,False,False,close,28.15,0.0,21.31,1.17,-55.26,-1381.5
2020-08-18,11259.8,11391.2,Mildly Bullish,Mildly Bullish,0,Straddle,18.96,474.06,-4.26,47.09,False,False,False,close,33.78,0.0,21.31,1.17,-114.45,-2861.25
2020-08-18,11259.8,11391.2,Mildly Bullish,Mildly Bullish,0,Strangle,0.98,24.48,-4.0,21.88,False,False,False,close,22.52,0.0,21.31,1.17,-79.18,-1979.5
2020-08-18,11259.8,11391.2,Mildly Bullish,Mildly Bullish,0,Short Straddle,-26.96,-674.06,-55.09,0.0,False,False,False,close,56.3,0.0,21.31,1.17,17.6,440.0
2020-08-18,11259.8,11391.2,Mildly Bullish,Mildly Bullish,0,Short Strangle,-8.98,-224.48,-29.88,0.0,False,False,False,close,45.04,0.0,21.31,1.17,-8.03,-200.75
2020-08-19,11452.15,11421.35,Neutral,Bullish,0,Iron Condor,4.1,102.51,-12.29,0.0,False,False,False,close,28.63,0.0,20.43,-0.27,-39.65,-991.25
2020-08-19,11452.15,11421.35,Neutral,Bullish,0,Iron Butterfly,13.96,348.88,-13.11,0.0,False,False,False,close,45.81,0.0,20.43,-0.27,-22.79,-569.75
2020-08-19,11452.15,11421.35,Neutral,Bullish,0,Bull Call Spread,-21.69,-542.23,-19.96,0.0,False,False,False,close,28.63,0.0,20.43,-0.27,-47.04,-1176.0
2020-08-19,11452.15,11421.35,Neutral,Bullish,0,Bear Put Spread,3.83,95.85,-5.7,12.77,False,False,False,close,28.63,0.0,20.43,-0.27,-51.43,-1285.75
2020-08-19,11452.15,11421.35,Neutral,Bullish,0,Straddle,-30.77,-769.36,-3.66,4.9,False,False,False,close,34.36,0.0,20.43,-0.27,-145.22,-3630.5
2020-08-19,11452.15,11421.35,Neutral,Bullish,0,Strangle,-8.82,-220.47,-4.06,0.0,False,False,False,close,22.9,0.0,20.43,-0.27,-88.0,-2200.0
2020-08-19,11452.15,11421.35,Neutral,Bullish,0,Short Straddle,22.77,569.36,-12.9,0.0,False,False,False,close,57.26,0.0,20.43,-0.27,40.37,1009.25
2020-08-19,11452.15,11421.35,Neutral,Bullish,0,Short Strangle,0.82,20.47,-7.8,0.0,False,False,False,close,45.81,0.0,20.43,-0.27,-7.21,-180.25
2020-08-20,11317.45,11308.3,Neutral,Mildly Bearish,1,Iron Condor,-8.69,-217.32,-13.93,0.0,False,False,False,close,28.29,0.0,19.96,-0.08,-48.34,-1208.5
2020-08-20,11317.45,11308.3,Neutral,Mildly Bearish,1,Iron Butterfly,-8.8,-220.07,-22.22,0.0,False,False,False,close,45.27,0.0,19.96,-0.08,-31.59,-789.75
2020-08-20,11317.45,11308.3,Neutral,Mildly Bearish,1,Bull Call Spread,-7.37,-184.24,-15.09,14.88,False,False,False,close,28.29,0.0,19.96,-0.08,-54.41,-1360.25
2020-08-20,11317.45,11308.3,Neutral,Mildly Bearish,1,Bear Put Spread,-0.52,-13.01,-14.6,5.55,False,False,False,close,28.29,0.0,19.96,-0.08,-51.95,-1298.75
2020-08-20,11317.45,11308.3,Neutral,Mildly Bearish,1,Straddle,-3.04,-76.1,-5.33,11.02,False,False,False,close,33.95,0.0,19.96,-0.08,-148.26,-3706.5
2020-08-20,11317.45,11308.3,Neutral,Mildly Bearish,1,Strangle,-3.85,-96.17,-3.87,0.0,False,False,False,close,22.63,0.0,19.96,-0.08,-91.85,-2296.25
2020-08-20,11317.45,11308.3,Neutral,Mildly Bearish,1,Short Straddle,-4.96,-123.9,-19.02,0.0,False,False,False,close,56.59,0.0,19.96,-0.08,35.41,885.25
2020-08-20,11317.45,11308.3,Neutral,Mildly Bearish,1,Short Strangle,-4.15,-103.83,-4.8,0.0,False,False,False,close,45.27,0.0,19.96,-0.08,-11.36,-284.0
2020-08-21,11409.65,11378.4,Mildly Bearish,Neutral,0,Iron Condor,-4.19,-104.82,-8.17,0.0,False,False,False,close,28.52,0.0,20.62,-0.27,-52.53,-1313.25
2020-08-21,11409.65,11378.4,Mildly Bearish,Neutral,0,Iron Butterfly,-2.87,-71.78,-8.36,0.0,False,False,False,close,45.64,0.0,20.62,-0.27,-34.46,-861.5
2020-08-21,11409.65,11378.4,Mildly Bearish,Neutral,0,Bull Call Spread,-9.77,-244.16,-10.44,0.0,False,False,False,close,28.52,0.0,20.62,-0.27,-64.18,-1604.5
2020-08-21,11409.65,11378.4,Mildly Bearish,Neutral,0,Bear Put Spread,0.44,11.11,-4.95,1.65,False,False,False,close,28.52,0.0,20.62,-0.27,-51.51,-1287.75
2020-08-21,11409.65,11378.4,Mildly Bearish,Neutral,0,Straddle,-26.66,-666.4,-4.27,0.0,False,False,False,close,34.23,0.0,20.62,-0.27,-174.92,-4373.0
2020-08-21,11409.65,11378.4,Mildly Bearish,Neutral,0,Strangle,-21.53,-538.18,-3.7,0.0,False,False,False,close,22.82,0.0,20.62,-0.27,-113.38,-2834.5
2020-08-21,11409.65,11378.4,Mildly Bearish,Neutral,0,Short Straddle,18.66,466.4,-4.66,0.0,False,False,False,close,57.05,0.0,20.62,-0.27,54.07,1351.75
2020-08-21,11409.65,11378.4,Mildly Bearish,Neutral,0,Short Strangle,13.53,338.18,-5.04,0.0,False,False,False,close,45.64,0.0,20.62,-0.27,2.17,54.25
2020-08-24,11412.0,11472.9,Mildly Bullish,Neutral,0,Iron Condor,-4.89,-122.16,-13.53,0.0,False,False,False,close,28.53,0.0,19.94,0.53,-57.42,-1435.5
2020-08-24,11412.0,11472.9,Mildly Bullish,Neutral,0,Iron Butterfly,-5.84,-146.05,-17.62,0.0,False,False,False,close,45.65,0.0,19.94,0.53,-40.3,-1007.5
2020-08-24,11412.0,11472.9,Mildly Bullish,Neutral,0,Bull Call Spread,7.98,199.43,-4.0,12.35,False,False,False,close,28.53,0.0,19.94,0.53,-56.2,-1405.0
2020-08-24,11412.0,11472.9,Mildly Bullish,Neutral,0,Bear Put Spread,-15.02,-375.53,-16.26,0.0,False,False,False,close,28.53,0.0,19.94,0.53,-66.53,-1663.25
2020-08-24,11412.0,11472.9,Mildly Bullish,Neutral,0,Straddle,-16.31,-407.79,-4.0,15.9,False,False,False,close,34.24,0.0,19.94,0.53,-191.23,-4780.75
2020-08-24,11412.0,11472.9,Mildly Bullish,Neutral,0,Strangle,-14.15,-353.84,-4.0,6.28,False,False,False,close,22.82,0.0,19.94,0.53,-127.53,-3188.25
2020-08-24,11412.0,11472.9,Mildly Bullish,Neutral,0,Short Straddle,8.31,207.79,-23.9,0.0,False,False,False,close,57.06,0.0,19.94,0.53,62.38,1559.5
2020-08-24,11412.0,11472.9,Mildly Bullish,Neutral,0,Short Strangle,6.15,153.84,-14.28,0.0,False,False,False,close,45.65,0.0,19.94,0.53,8.32,208.0
2020-08-25,11513.1,11479.35,Neutral,Neutral,0,Iron Condor,1.62,40.45,-11.53,0.0,False,False,False,close,28.78,0.0,19.23,-0.29,-55.8,-1395.0
2020-08-25,11513.1,11479.35,Neutral,Neutral,0,Iron Butterfly,6.95,173.64,-11.26,0.0,False,False,False,close,46.05,0.0,19.23,-0.29,-33.35,-833.75
2020-08-25,11513.1,11479.35,Neutral,Neutral,0,Bull Call Spread,-16.39,-409.76,-24.11,0.0,False,False,False,close,28.78,0.0,19.23,-0.29,-72.59,-1814.75
2020-08-25,11513.1,11479.35,Neutral,Neutral,0,Bear Put Spread,3.06,76.57,-6.45,15.85,False,False,False,close,28.78,0.0,19.23,-0.29,-63.47,-1586.75
2020-08-25,11513.1,11479.35,Neutral,Neutral,0,Straddle,-28.72,-718.03,-2.52,7.35,False,False,False,close,34.54,0.0,19.23,-0.29,-219.95,-5498.75
2020-08-25,11513.1,11479.35,Neutral,Neutral,0,Strangle,-13.78,-344.38,-3.66,4.09,False,False,False,close,23.03,0.0,19.23,-0.29,-141.31,-3532.75
2020-08-25,11513.1,11479.35,Neutral,Neutral,0,Short Straddle,20.72,518.03,-15.35,0.0,False,False,False,close,57.57,0.0,19.23,-0.29,83.1,2077.5
2020-08-25,11513.1,11479.35,Neutral,Neutral,0,Short Strangle,5.78,144.38,-12.09,0.0,False,False,False,close,46.05,0.0,19.23,-0.29,14.1,352.5
2020-08-26,11512.85,11551.7,Neutral,Neutral,0,Iron Condor,0.44,10.98,-13.3,0.0,False,False,False,close,28.78,0.0,19.32,0.34,-55.36,-1384.0
2020-08-26,11512.85,11551.7,Neutral,Neutral,0,Iron Butterfly,3.29,82.22,-18.49,0.0,False,False,False,close,46.05,0.0,19.32,0.34,-30.06,-751.5
2020-08-26,11512.85,11551.7,Neutral,Neutral,0,Bull Call Spread,8.41,210.36,-19.33,12.26,False,False,False,close,28.78,0.0,19.32,0.34,-64.18,-1604.5
2020-08-26,11512.85,11551.7,Neutral,Neutral,0,Bear Put Spread,-19.26,-481.61,-15.07,10.79,False,False,False,close,28.78,0.0,19.32,0.34,-82.73,-2068.25
2020-08-26,11512.85,11551.7,Neutral,Neutral,0,Straddle,-18.88,-471.9,-0.64,8.73,False,False,False,close,34.54,0.0,19.32,0.34,-238.83,-5970.75
2020-08-26,11512.85,11551.7,Neutral,Neutral,0,Strangle,-7.59,-189.69,-2.13,0.0,False,False,False,close,23.03,0.0,19.32,0.34,-148.9,-3722.5
2020-08-26,11512.85,11551.7,Neutral,Neutral,0,Short Straddle,10.88,271.9,-16.73,0.0,False,False,False,close,57.56,0.0,19.32,0.34,93.98,2349.5
2020-08-26,11512.85,11551.7,Neutral,Neutral,0,Short Strangle,-0.41,-10.31,-6.24,0.0,False,False,False,close,46.05,0.0,19.32,0.34,13.69,342.25
2020-08-27,11609.3,11571.5,Neutral,Bullish,1,Iron Condor,-9.58,-239.55,-15.63,0.0,False,False,False,close,29.02,0.0,19.3,-0.33,-64.94,-1623.5
2020-08-27,11609.3,11571.5,Neutral,Bullish,1,Iron Butterfly,-9.33,-233.23,-20.7,0.0,False,False,False,close,46.44,0.0,19.3,-0.33,-39.39,-984.75
2020-08-27,11609.3,11571.5,Neutral,Bullish,1,Bull Call Spread,-18.58,-464.55,-26.07,0.0,False,False,False,close,29.02,0.0,19.3,-0.33,-82.76,-2069.0
2020-08-27,11609.3,11571.5,Neutral,Bullish,1,Bear Put Spread,10.33,258.23,-6.36,23.14,False,False,False,close,29.02,0.0,19.3,-0.33,-72.4,-1810.0
2020-08-27,11609.3,11571.5,Neutral,Bullish,1,Straddle,-2.31,-57.77,-3.02,10.34,False,False,False,close,34.83,0.0,19.3,-0.33,-241.14,-6028.5
2020-08-27,11609.3,11571.5,Neutral,Bullish,1,Strangle,-3.64,-90.99,-3.99,0.0,False,False,False,close,23.22,0.0,19.3,-0.33,-152.54,-3813.5
2020-08-27,11609.3,11571.5,Neutral,Bullish,1,Short Straddle,-5.69,-142.23,-18.34,0.0,False,False,False,close,58.05,0.0,19.3,-0.33,88.29,2207.25
2020-08-27,11609.3,11571.5,Neutral,Bullish,1,Short Strangle,-4.36,-109.01,-5.64,0.0,False,False,False,close,46.44,0.0,19.3,-0.33,9.33,233.25
2020-08-28,11602.95,11657.1,Neutral,Bearish,0,Iron Condor,-6.43,-160.85,-10.94,0.0,False,False,False,close,29.01,0.0,18.9,0.47,-71.37,-1784.25
2020-08-28,11602.95,11657.1,Neutral,Bearish,0,Iron Butterfly,-7.27,-181.82,-13.37,0.0,False,False,False,close,46.41,0.0,18.9,0.47,-46.66,-1166.5
2020-08-28,11602.95,11657.1,Neutral,Bearish,0,Bull Call Spread,3.42,85.62,-5.53,7.91,False,False,False,close,29.01,0.0,18.9,0.47,-79.34,-1983.5
2020-08-28,11602.95,11657.1,Neutral,Bearish,0,Bear Put Spread,-10.59,-264.66,-13.48,0.0,False,False,False,close,29.01,0.0,18.9,0.47,-82.99,-2074.75
2020-08-28,11602.95,11657.1,Neutral,Bearish,0,Straddle,-16.31,-407.81,-4.4,10.04,False,False,False,close,34.81,0.0,18.9,0.47,-257.45,-6436.25
2020-08-28,11602.95,11657.1,Neutral,Bearish,0,Strangle,-15.58,-389.62,-4.02,4.67,False,False,False,close,23.21,0.0,18.9,0.47,-168.12,-4203.0
2020-08-28,11602.95,11657.1,Neutral,Bearish,0,Short Straddle,8.31,207.81,-18.04,0.0,False,False,False,close,58.01,0.0,18.9,0.47,96.6,2415.0
2020-08-28,11602.95,11657.1,Neutral,Bearish,0,Short Strangle,7.58,189.62,-12.67,0.0,False,False,False,close,46.41,0.0,18.9,0.47,16.91,422.75
2020-08-31,11777.55,11341.05,Neutral,Mildly Bullish,0,Iron Condor,-29.44,-736.1,-55.44,0.0,True,False,False,sl,29.44,0.0,18.35,-3.71,-100.81,-2520.25
2020-08-31,11777.55,11341.05,Neutral,Mildly Bullish,0,Iron Butterfly,-47.11,-1177.75,-76.58,0.0,True,False,False,sl,47.11,0.0,18.35,-3.71,-93.77,-2344.25
2020-08-31,11777.55,11341.05,Neutral,Mildly Bullish,0,Bull Call Spread,-29.44,-736.1,-43.48,0.0,True,False,False,sl,29.44,0.0,18.35,-3.71,-108.78,-2719.5
2020-08-31,11777.55,11341.05,Neutral,Mildly Bullish,0,Bear Put Spread,54.63,1365.84,-7.02,56.62,False,False,False,close,29.44,0.0,18.35,-3.71,-28.36,-709.0
2020-08-31,11777.55,11341.05,Neutral,Mildly Bullish,0,Straddle,295.41,7385.28,-4.42,307.09,False,False,False,close,35.33,0.0,18.35,-3.71,37.96,949.0
2020-08-31,11777.55,11341.05,Neutral,Mildly Bullish,0,Strangle,230.78,5769.58,-4.76,238.51,False,False,False,close,23.56,0.0,18.35,-3.71,62.66,1566.5
2020-08-31,11777.55,11341.05,Neutral,Mildly Bullish,0,Short Straddle,-58.89,-1472.19,-315.09,0.0,True,False,False,sl,58.89,0.0,18.35,-3.71,37.71,942.75
2020-08-31,11777.55,11341.05,Neutral,Mildly Bullish,0,Short Strangle,-47.11,-1177.75,-246.51,0.0,True,False,False,sl,47.11,0.0,18.35,-3.71,-30.2,-755.0
2020-09-01,11464.3,11494.1,Strong Bearish,Strong Bearish,0,Iron Condor,2.06,51.5,-14.71,0.0,False,False,False,close,28.66,0.0,22.84,0.26,-98.75,-2468.75
2020-09-01,11464.3,11494.1,Strong Bearish,Strong Bearish,0,Iron Butterfly,4.73,118.22,-19.54,0.0,False,False,False,close,45.86,0.0,22.84,0.26,-89.04,-2226.0
2020-09-01,11464.3,11494.1,Strong Bearish,Strong Bearish,0,Bull Call Spread,0.89,22.28,-23.1,14.17,False,False,False,close,28.66,0.0,22.84,0.26,-107.89,-2697.25
2020-09-01,11464.3,11494.1,Strong Bearish,Strong Bearish,0,Bear Put Spread,-11.56,-289.0,-17.34,14.42,False,False,False,close,28.66,0.0,22.84,0.26,-39.92,-998.0
2020-09-01,11464.3,11494.1,Strong Bearish,Strong Bearish,0,Straddle,-34.35,-858.82,0.0,18.87,False,False,False,close,34.39,0.0,22.84,0.26,3.61,90.25
2020-09-01,11464.3,11494.1,Strong Bearish,Strong Bearish,0,Strangle,-21.62,-540.61,0.0,7.33,False,False,False,close,22.93,0.0,22.84,0.26,41.04,1026.0
2020-09-01,11464.3,11494.1,Strong Bearish,Strong Bearish,0,Short Straddle,26.35,658.82,-26.87,0.0,False,False,False,close,57.32,0.0,22.84,0.26,64.06,1601.5
2020-09-01,11464.3,11494.1,Strong Bearish,Strong Bearish,0,Short Strangle,13.62,340.61,-15.33,0.0,False,False,False,close,45.86,0.0,22.84,0.26,-16.58,-414.5
