date,nifty_open,nifty_close,fii_view,pro_view,is_expiry,strategy_name,daily_pnl,pnl_per_lot_rs,intraday_max_loss,intraday_max_profit,sl_hit,tp_hit,move_exit,exit_type,sl_points,tp_points,vix_open,nifty_change_pct,cumulative_pnl,cumulative_pnl_rs
2021-07-15,15872.15,15920.7,Neutral,Neutral,1,Strangle,-3.35,-83.7,-4.02,0.0,False,False,False,close,31.74,0.0,12.59,0.31,-509.23,-12730.75
2021-07-15,15872.15,15920.7,Neutral,Neutral,1,Short Straddle,-26.2,-655.01,-51.08,0.0,False,False,False,close,79.36,0.0,12.59,0.31,-1884.63,-47115.75
2021-07-15,15872.15,15920.7,Neutral,Neutral,1,Short Strangle,-4.65,-116.3,-6.62,0.0,False,False,False,close,63.49,0.0,12.59,0.31,-1159.09,-28977.25
2021-07-16,15958.35,15923.6,Neutral,Neutral,0,Iron Condor,-3.1,-77.58,-8.08,0.0,False,False,False,close,39.9,0.0,12.27,-0.22,-2184.29,-54607.25
2021-07-16,15958.35,15923.6,Neutral,Neutral,0,Iron Butterfly,-1.07,-26.64,-8.16,0.0,False,False,False,close,63.83,0.0,12.27,-0.22,-2570.74,-64268.5
2021-07-16,15958.35,15923.6,Neutral,Neutral,0,Bull Call Spread,-11.56,-289.0,-16.09,0.0,False,False,False,close,39.9,0.0,12.27,-0.22,-1197.1,-29927.5
2021-07-16,15958.35,15923.6,Neutral,Neutral,0,Bear Put Spread,1.52,38.07,-4.4,6.84,False,False,False,close,39.9,0.0,12.27,-0.22,-194.75,-4868.75
2021-07-16,15958.35,15923.6,Neutral,Neutral,0,Straddle,-25.6,-640.04,-3.73,0.0,False,False,False,close,47.88,0.0,12.27,-0.22,401.83,10045.75
2021-07-16,15958.35,15923.6,Neutral,Neutral,0,Strangle,-18.67,-466.69,-3.89,0.02,False,False,False,close,31.92,0.0,12.27,-0.22,-527.9,-13197.5
2021-07-16,15958.35,15923.6,Neutral,Neutral,0,Short Straddle,17.6,440.04,-6.43,0.0,False,False,False,close,79.79,0.0,12.27,-0.22,-1867.03,-46675.75
2021-07-16,15958.35,15923.6,Neutral,Neutral,0,Short Strangle,10.67,266.69,-8.02,0.0,False,False,False,close,63.83,0.0,12.27,-0.22,-1148.42,-28710.5
2021-07-19,15754.5,15757.9,Mildly Bearish,Mildly Bearish,0,Iron Condor,-5.58,-139.47,-15.18,0.0,False,False,False,close,39.39,0.0,11.71,0.02,-2189.87,-54746.75
2021-07-19,15754.5,15757.9,Mildly Bearish,Mildly Bearish,0,Iron Butterfly,-4.67,-116.85,-20.6,0.0,False,False,False,close,63.02,0.0,11.71,0.02,-2575.41,-64385.25
2021-07-19,15754.5,15757.9,Mildly Bearish,Mildly Bearish,0,Bull Call Spread,-4.27,-106.66,-14.81,15.54,False,False,False,close,39.39,0.0,11.71,0.02,-1201.37,-30034.25
2021-07-19,15754.5,15757.9,Mildly Bearish,Mildly Bearish,0,Bear Put Spread,-4.64,-115.96,-18.12,5.92,False,False,False,close,39.39,0.0,11.71,0.02,-199.39,-4984.75
2021-07-19,15754.5,15757.9,Mildly Bearish,Mildly Bearish,0,Straddle,-10.78,-269.45,-1.85,16.96,False,False,False,close,47.26,0.0,11.71,0.02,391.05,9776.25
2021-07-19,15754.5,15757.9,Mildly Bearish,Mildly Bearish,0,Strangle,-7.45,-186.3,-1.49,4.36,False,False,False,close,31.51,0.0,11.71,0.02,-535.35,-13383.75
2021-07-19,15754.5,15757.9,Mildly Bearish,Mildly Bearish,0,Short Straddle,2.78,69.45,-24.96,0.0,False,False,False,close,78.77,0.0,11.71,0.02,-1864.25,-46606.25
2021-07-19,15754.5,15757.9,Mildly Bearish,Mildly Bearish,0,Short Strangle,-0.55,-13.7,-12.36,0.0,False,False,False,close,63.02,0.0,11.71,0.02,-1148.97,-28724.25
2021-07-20,15703.95,15624.5,Strong Bearish,Strong Bearish,0,Iron Condor,-7.14,-178.46,-20.08,0.0,False,False,False,close,39.26,0.0,12.68,-0.51,-2197.01,-54925.25
2021-07-20,15703.95,15624.5,Strong Bearish,Strong Bearish,0,Iron Butterfly,-5.19,-129.7,-23.9,0.0,False,False,False,close,62.82,0.0,12.68,-0.51,-2580.6,-64515.0
2021-07-20,15703.95,15624.5,Strong Bearish,Strong Bearish,0,Bull Call Spread,-27.97,-699.3,-31.37,1.77,False,False,False,close,39.26,0.0,12.68,-0.51,-1229.34,-30733.5
2021-07-20,15703.95,15624.5,Strong Bearish,Strong Bearish,0,Bear Put Spread,18.02,450.54,-8.63,27.19,False,False,False,close,39.26,0.0,12.68,-0.51,-181.37,-4534.25
2021-07-20,15703.95,15624.5,Strong Bearish,Strong Bearish,0,Straddle,-7.08,-176.94,-1.59,29.96,False,False,False,close,47.11,0.0,12.68,-0.51,383.97,9599.25
2021-07-20,15703.95,15624.5,Strong Bearish,Strong Bearish,0,Strangle,-4.27,-106.64,-3.64,14.06,False,False,False,close,31.41,0.0,12.68,-0.51,-539.62,-13490.5
2021-07-20,15703.95,15624.5,Strong Bearish,Strong Bearish,0,Short Straddle,-0.92,-23.06,-37.96,0.0,False,False,False,close,78.52,0.0,12.68,-0.51,-1865.17,-46629.25
2021-07-20,15703.95,15624.5,Strong Bearish,Strong Bearish,0,Short Strangle,-3.73,-93.36,-22.06,0.0,False,False,False,close,62.82,0.0,12.68,-0.51,-1152.7,-28817.5
2021-07-22,15736.6,15827.7,Bearish,Mildly Bearish,1,Iron Condor,-16.52,-413.11,-21.14,0.0,False,False,False,close,39.34,0.0,13.21,0.58,-2213.53,-55338.25
2021-07-22,15736.6,15827.7,Bearish,Mildly Bearish,1,Iron Butterfly,-33.29,-832.19,-40.37,0.0,False,False,False,close,62.95,0.0,13.21,0.58,-2613.89,-65347.25
2021-07-22,15736.6,15827.7,Bearish,Mildly Bearish,1,Bull Call Spread,39.19,979.64,-6.66,41.05,False,False,False,close,39.34,0.0,13.21,0.58,-1190.15,-29753.75
2021-07-22,15736.6,15827.7,Bearish,Mildly Bearish,1,Bear Put Spread,-30.42,-760.57,-29.82,0.0,False,False,False,close,39.34,0.0,13.21,0.58,-211.79,-5294.75
2021-07-22,15736.6,15827.7,Bearish,Mildly Bearish,1,Straddle,21.78,544.41,-2.83,29.9,False,False,False,close,47.21,0.0,13.21,0.58,405.75,10143.75
2021-07-22,15736.6,15827.7,Bearish,Mildly Bearish,1,Strangle,-3.51,-87.78,-3.91,0.0,False,False,False,close,31.47,0.0,13.21,0.58,-543.13,-13578.25
2021-07-22,15736.6,15827.7,Bearish,Mildly Bearish,1,Short Straddle,-29.78,-744.41,-37.9,0.0,False,False,False,close,78.68,0.0,13.21,0.58,-1894.95,-47373.75
2021-07-22,15736.6,15827.7,Bearish,Mildly Bearish,1,Short Strangle,-4.49,-112.22,-5.53,0.0,False,False,False,close,62.95,0.0,13.21,0.58,-1157.19,-28929.75
2021-07-23,15856.8,15850.8,Bullish,Strong Bullish,0,Iron Condor,-4.87,-121.77,-9.72,0.0,False,False,False,close,39.64,0.0,11.89,-0.04,-2218.4,-55460.0
2021-07-23,15856.8,15850.8,Bullish,Strong Bullish,0,Iron Butterfly,-3.86,-96.39,-11.19,0.0,False,False,False,close,63.43,0.0,11.89,-0.04,-2617.75,-65443.75
2021-07-23,15856.8,15850.8,Bullish,Strong Bullish,0,Bull Call Spread,-6.09,-152.35,-18.53,3.17,False,False,False,close,39.64,0.0,11.89,-0.04,-1196.24,-29906.0
2021-07-23,15856.8,15850.8,Bullish,Strong Bullish,0,Bear Put Spread,-2.92,-73.03,-9.71,9.28,False,False,False,close,39.64,0.0,11.89,-0.04,-214.71,-5367.75
2021-07-23,15856.8,15850.8,Bullish,Strong Bullish,0,Straddle,-18.08,-452.05,0.0,2.56,False,False,False,close,47.57,0.0,11.89,-0.04,387.67,9691.75
2021-07-23,15856.8,15850.8,Bullish,Strong Bullish,0,Strangle,-13.94,-348.44,-0.62,2.4,False,False,False,close,31.71,0.0,11.89,-0.04,-557.07,-13926.75
2021-07-23,15856.8,15850.8,Bullish,Strong Bullish,0,Short Straddle,10.08,252.05,-10.56,0.0,False,False,False,close,79.28,0.0,11.89,-0.04,-1884.87,-47121.75
2021-07-23,15856.8,15850.8,Bullish,Strong Bullish,0,Short Strangle,5.94,148.44,-10.4,0.0,False,False,False,close,63.43,0.0,11.89,-0.04,-1151.25,-28781.25
2021-07-26,15849.3,15821.45,Mildly Bullish,Bullish,0,Iron Condor,-4.78,-119.54,-10.27,0.0,False,False,False,close,39.62,0.0,11.76,-0.18,-2223.18,-55579.5
2021-07-26,15849.3,15821.45,Mildly Bullish,Bullish,0,Iron Butterfly,-2.73,-68.18,-12.49,0.0,False,False,False,close,63.4,0.0,11.76,-0.18,-2620.48,-65512.0
2021-07-26,15849.3,15821.45,Mildly Bullish,Bullish,0,Bull Call Spread,-12.3,-307.62,-15.28,6.48,False,False,False,close,39.62,0.0,11.76,-0.18,-1208.54,-30213.5
2021-07-26,15849.3,15821.45,Mildly Bullish,Bullish,0,Bear Put Spread,2.25,56.27,-12.26,6.6,False,False,False,close,39.62,0.0,11.76,-0.18,-212.46,-5311.5
2021-07-26,15849.3,15821.45,Mildly Bullish,Bullish,0,Straddle,-12.85,-321.24,-0.18,2.33,False,False,False,close,47.55,0.0,11.76,-0.18,374.82,9370.5
2021-07-26,15849.3,15821.45,Mildly Bullish,Bullish,0,Strangle,-7.58,-189.42,-2.16,0.0,False,False,False,close,31.7,0.0,11.76,-0.18,-564.65,-14116.25
2021-07-26,15849.3,15821.45,Mildly Bullish,Bullish,0,Short Straddle,4.85,121.24,-10.33,0.0,False,False,False,close,79.25,0.0,11.76,-0.18,-1880.02,-47000.5
2021-07-26,15849.3,15821.45,Mildly Bullish,Bullish,0,Short Strangle,-0.42,-10.58,-7.46,0.0,False,False,False,close,63.4,0.0,11.76,-0.18,-1151.67,-28791.75
2021-07-27,15860.5,15747.2,Neutral,Neutral,0,Iron Condor,-13.29,-332.32,-25.52,0.0,False,False,False,close,39.65,0.0,12.45,-0.71,-2236.47,-55911.75
2021-07-27,15860.5,15747.2,Neutral,Neutral,0,Iron Butterfly,-14.31,-357.73,-31.88,0.0,False,False,False,close,63.44,0.0,12.45,-0.71,-2634.79,-65869.75
2021-07-27,15860.5,15747.2,Neutral,Neutral,0,Bull Call Spread,-34.48,-862.08,-36.95,1.68,False,False,False,close,39.65,0.0,12.45,-0.71,-1243.02,-31075.5
2021-07-27,15860.5,15747.2,Neutral,Neutral,0,Bear Put Spread,27.5,687.49,-8.42,35.31,False,False,False,close,39.65,0.0,12.45,-0.71,-184.96,-4624.0
2021-07-27,15860.5,15747.2,Neutral,Neutral,0,Straddle,8.12,202.88,-0.93,46.27,False,False,False,close,47.58,0.0,12.45,-0.71,382.94,9573.5
2021-07-27,15860.5,15747.2,Neutral,Neutral,0,Strangle,1.81,45.15,-3.36,22.39,False,False,False,close,31.72,0.0,12.45,-0.71,-562.84,-14071.0
2021-07-27,15860.5,15747.2,Neutral,Neutral,0,Short Straddle,-16.12,-402.88,-54.27,0.0,False,False,False,close,79.3,0.0,12.45,-0.71,-1896.14,-47403.5
2021-07-27,15860.5,15747.2,Neutral,Neutral,0,Short Strangle,-9.81,-245.15,-30.39,0.0,False,False,False,close,63.44,0.0,12.45,-0.71,-1161.48,-29037.0
2021-07-28,15761.55,15714.65,Bearish,Strong Bearish,0,Iron Condor,-39.4,-985.1,-63.65,0.0,True,False,False,sl,39.4,0.0,13.23,-0.3,-2275.87,-56896.75
2021-07-28,15761.55,15714.65,Bearish,Strong Bearish,0,Iron Butterfly,-63.05,-1576.15,-91.98,0.0,True,False,False,sl,63.05,0.0,13.23,-0.3,-2697.84,-67446.0
2021-07-28,15761.55,15714.65,Bearish,Strong Bearish,0,Bull Call Spread,-39.4,-985.1,-42.5,0.0,True,False,False,sl,39.4,0.0,13.23,-0.3,-1282.42,-32060.5
2021-07-28,15761.55,15714.65,Bearish,Strong Bearish,0,Bear Put Spread,10.37,259.34,-4.0,62.83,False,False,False,close,39.4,0.0,13.23,-0.3,-174.59,-4364.75
2021-07-28,15761.55,15714.65,Bearish,Strong Bearish,0,Straddle,-22.52,-562.94,-4.0,141.97,False,False,False,close,47.28,0.0,13.23,-0.3,360.42,9010.5
2021-07-28,15761.55,15714.65,Bearish,Strong Bearish,0,Strangle,-6.31,-157.73,-4.0,57.99,False,False,False,close,31.52,0.0,13.23,-0.3,-569.15,-14228.75
2021-07-28,15761.55,15714.65,Bearish,Strong Bearish,0,Short Straddle,-78.81,-1970.19,-149.97,0.0,True,False,False,sl,78.81,0.0,13.23,-0.3,-1974.95,-49373.75
2021-07-28,15761.55,15714.65,Bearish,Strong Bearish,0,Short Strangle,-63.05,-1576.15,-65.99,0.0,True,False,False,sl,63.05,0.0,13.23,-0.3,-1224.53,-30613.25
2021-07-29,15762.7,15784.85,Neutral,Neutral,1,Iron Condor,-8.33,-208.17,-16.21,0.0,False,False,False,close,39.41,0.0,13.69,0.14,-2284.2,-57105.0
2021-07-29,15762.7,15784.85,Neutral,Neutral,1,Iron Butterfly,-10.46,-261.53,-28.08,0.0,False,False,False,close,63.05,0.0,13.69,0.14,-2708.3,-67707.5
2021-07-29,15762.7,15784.85,Neutral,Neutral,1,Bull Call Spread,5.78,144.46,-13.89,21.39,False,False,False,close,39.41,0.0,13.69,0.14,-1276.64,-31916.0
2021-07-29,15762.7,15784.85,Neutral,Neutral,1,Bear Put Spread,-11.64,-291.11,-17.52,4.82,False,False,False,close,39.41,0.0,13.69,0.14,-186.23,-4655.75
2021-07-29,15762.7,15784.85,Neutral,Neutral,1,Straddle,-1.58,-39.6,-4.55,17.04,False,False,False,close,47.29,0.0,13.69,0.14,358.84,8971.0
2021-07-29,15762.7,15784.85,Neutral,Neutral,1,Strangle,-4.05,-101.13,-3.87,0.0,False,False,False,close,31.53,0.0,13.69,0.14,-573.2,-14330.0
2021-07-29,15762.7,15784.85,Neutral,Neutral,1,Short Straddle,-6.42,-160.4,-25.04,0.0,False,False,False,close,78.81,0.0,13.69,0.14,-1981.37,-49534.25
2021-07-29,15762.7,15784.85,Neutral,Neutral,1,Short Strangle,-3.95,-98.87,-4.96,0.0,False,False,False,close,63.05,0.0,13.69,0.14,-1228.48,-30712.0
2021-07-30,15800.6,15773.65,Bullish,Strong Bullish,0,Iron Condor,-4.79,-119.87,-10.26,0.0,False,False,False,close,39.5,0.0,12.95,-0.17,-2288.99,-57224.75
2021-07-30,15800.6,15773.65,Bullish,Strong Bullish,0,Iron Butterfly,-3.47,-86.78,-12.17,0.0,False,False,False,close,63.2,0.0,12.95,-0.17,-2711.77,-67794.25
2021-07-30,15800.6,15773.65,Bullish,Strong Bullish,0,Bull Call Spread,-9.56,-239.0,-12.49,5.54,False,False,False,close,39.5,0.0,12.95,-0.17,-1286.2,-32155.0
2021-07-30,15800.6,15773.65,Bullish,Strong Bullish,0,Bear Put Spread,0.24,5.91,-11.62,3.56,False,False,False,close,39.5,0.0,12.95,-0.17,-185.99,-4649.75
2021-07-30,15800.6,15773.65,Bullish,Strong Bullish,0,Straddle,-19.26,-481.56,-2.71,5.4,False,False,False,close,47.4,0.0,12.95,-0.17,339.58,8489.5
2021-07-30,15800.6,15773.65,Bullish,Strong Bullish,0,Strangle,-14.73,-368.34,-1.42,1.23,False,False,False,close,31.6,0.0,12.95,-0.17,-587.93,-14698.25
2021-07-30,15800.6,15773.65,Bullish,Strong Bullish,0,Short Straddle,11.26,281.56,-13.4,0.0,False,False,False,close,79.0,0.0,12.95,-0.17,-1970.11,-49252.75
2021-07-30,15800.6,15773.65,Bullish,Strong Bullish,0,Short Strangle,6.73,168.34,-9.23,0.0,False,False,False,close,63.2,0.0,12.95,-0.17,-1221.75,-30543.75
2021-08-02,15874.9,15887.5,Mildly Bearish,Neutral,0,Iron Condor,-2.84,-70.97,-9.07,0.0,False,False,False,close,39.69,0.0,12.8,0.08,-2291.83,-57295.75
2021-08-02,15874.9,15887.5,Mildly Bearish,Neutral,0,Iron Butterfly,-1.41,-35.28,-9.98,0.0,False,False,False,close,63.5,0.0,12.8,0.08,-2713.18,-67829.5
2021-08-02,15874.9,15887.5,Mildly Bearish,Neutral,0,Bull Call Spread,-2.28,-57.05,-11.91,0.0,False,False,False,close,39.69,0.0,12.8,0.08,-1288.48,-32212.0
2021-08-02,15874.9,15887.5,Mildly Bearish,Neutral,0,Bear Put Spread,-7.15,-178.64,-6.96,2.61,False,False,False,close,39.69,0.0,12.8,0.08,-193.14,-4828.5
2021-08-02,15874.9,15887.5,Mildly Bearish,Neutral,0,Straddle,-19.76,-493.94,-6.56,0.0,False,False,False,close,47.62,0.0,12.8,0.08,319.82,7995.5
2021-08-02,15874.9,15887.5,Mildly Bearish,Neutral,0,Strangle,-13.17,-329.22,-4.27,0.0,False,False,False,close,31.75,0.0,12.8,0.08,-601.1,-15027.5
2021-08-02,15874.9,15887.5,Mildly Bearish,Neutral,0,Short Straddle,11.76,293.94,-7.27,0.0,False,False,False,close,79.37,0.0,12.8,0.08,-1958.35,-48958.75
2021-08-02,15874.9,15887.5,Mildly Bearish,Neutral,0,Short Strangle,5.17,129.22,-5.29,0.0,False,False,False,close,63.5,0.0,12.8,0.08,-1216.58,-30414.5
2021-08-03,15951.55,16123.4,Bullish,Bullish,0,Iron Condor,-33.38,-834.57,-39.4,0.0,False,False,False,close,39.88,0.0,12.81,1.08,-2325.21,-58130.25
2021-08-03,15951.55,16123.4,Bullish,Bullish,0,Iron Butterfly,-49.82,-1245.52,-57.3,0.0,False,False,False,close,63.81,0.0,12.81,1.08,-2763.0,-69075.0
2021-08-03,15951.55,16123.4,Bullish,Bullish,0,Bull Call Spread,39.39,984.69,-12.94,40.57,False,False,False,close,39.88,0.0,12.81,1.08,-1249.09,-31227.25
2021-08-03,15951.55,16123.4,Bullish,Bullish,0,Bear Put Spread,-30.95,-773.75,-30.68,4.29,False,False,False,close,39.88,0.0,12.81,1.08,-224.09,-5602.25
2021-08-03,15951.55,16123.4,Bullish,Bullish,0,Straddle,63.15,1578.84,-2.15,90.49,False,False,False,close,47.85,0.0,12.81,1.08,382.97,9574.25
2021-08-03,15951.55,16123.4,Bullish,Bullish,0,Strangle,21.33,533.31,-2.16,41.19,False,False,False,close,31.9,0.0,12.81,1.08,-579.77,-14494.25
2021-08-03,15951.55,16123.4,Bullish,Bullish,0,Short Straddle,-79.76,-1993.94,-98.49,0.0,True,False,False,sl,79.76,0.0,12.81,1.08,-2038.11,-50952.75
2021-08-03,15951.55,16123.4,Bullish,Bullish,0,Short Strangle,-29.33,-733.31,-49.19,0.0,False,False,False,close,63.81,0.0,12.81,1.08,-1245.91,-31147.75
2021-08-04,16195.25,16253.0,Bullish,Strong Bullish,0,Iron Condor,1.06,26.41,-19.91,0.0,False,False,False,close,40.49,0.0,13.75,0.36,-2324.15,-58103.75
2021-08-04,16195.25,16253.0,Bullish,Strong Bullish,0,Iron Butterfly,3.37,84.33,-30.53,0.0,False,False,False,close,64.78,0.0,13.75,0.36,-2759.63,-68990.75
2021-08-04,16195.25,16253.0,Bullish,Strong Bullish,0,Bull Call Spread,14.58,364.57,-6.08,27.33,False,False,False,close,40.49,0.0,13.75,0.36,-1234.51,-30862.75
2021-08-04,16195.25,16253.0,Bullish,Strong Bullish,0,Bear Put Spread,-24.9,-622.48,-24.71,0.0,False,False,False,close,40.49,0.0,13.75,0.36,-248.99,-6224.75
2021-08-04,16195.25,16253.0,Bullish,Strong Bullish,0,Straddle,-19.37,-484.33,-3.78,24.25,False,False,False,close,48.59,0.0,13.75,0.36,363.6,9090.0
2021-08-04,16195.25,16253.0,Bullish,Strong Bullish,0,Strangle,-8.0,-200.0,-3.8,1.71,False,False,False,close,32.39,0.0,13.75,0.36,-587.77,-14694.25
2021-08-04,16195.25,16253.0,Bullish,Strong Bullish,0,Short Straddle,11.37,284.33,-32.25,0.0,False,False,False,close,80.98,0.0,13.75,0.36,-2026.74,-50668.5
2021-08-04,16195.25,16253.0,Bullish,Strong Bullish,0,Short Strangle,0.0,0.0,-9.71,0.0,False,False,False,close,64.78,0.0,13.75,0.36,-1245.91,-31147.75
2021-08-05,16288.95,16281.8,Neutral,Mildly Bearish,1,Iron Condor,-7.87,-196.68,-24.16,0.0,False,False,False,close,40.72,0.0,13.21,-0.04,-2332.02,-58300.5
2021-08-05,16288.95,16281.8,Neutral,Mildly Bearish,1,Iron Butterfly,-7.34,-183.39,-38.77,0.0,False,False,False,close,65.16,0.0,13.21,-0.04,-2766.97,-69174.25
2021-08-05,16288.95,16281.8,Neutral,Mildly Bearish,1,Bull Call Spread,-7.19,-179.79,-23.39,22.49,False,False,False,close,40.72,0.0,13.21,-0.04,-1241.7,-31042.5
2021-08-05,16288.95,16281.8,Neutral,Mildly Bearish,1,Bear Put Spread,-1.34,-33.5,-22.64,30.0,False,False,False,close,40.72,0.0,13.21,-0.04,-250.33,-6258.25
2021-08-05,16288.95,16281.8,Neutral,Mildly Bearish,1,Straddle,-4.67,-116.84,0.0,30.25,False,False,False,close,48.87,0.0,13.21,-0.04,358.93,8973.25
2021-08-05,16288.95,16281.8,Neutral,Mildly Bearish,1,Strangle,-4.01,-100.23,-3.75,0.0,False,False,False,close,32.58,0.0,13.21,-0.04,-591.78,-14794.5
2021-08-05,16288.95,16281.8,Neutral,Mildly Bearish,1,Short Straddle,-3.33,-83.16,-38.25,0.0,False,False,False,close,81.44,0.0,13.21,-0.04,-2030.07,-50751.75
2021-08-05,16288.95,16281.8,Neutral,Mildly Bearish,1,Short Strangle,-3.99,-99.77,-7.48,0.0,False,False,False,close,65.16,0.0,13.21,-0.04,-1249.9,-31247.5
2021-08-06,16304.4,16254.7,Neutral,Strong Bearish,0,Iron Condor,-4.43,-110.69,-8.97,0.0,False,False,False,close,40.76,0.0,12.87,-0.3,-2336.45,-58411.25
2021-08-06,16304.4,16254.7,Neutral,Strong Bearish,0,Iron Butterfly,-2.69,-67.3,-9.86,0.0,False,False,False,close,65.22,0.0,12.87,-0.3,-2769.66,-69241.5
2021-08-06,16304.4,16254.7,Neutral,Strong Bearish,0,Bull Call Spread,-13.24,-331.05,-16.11,0.85,False,False,False,close,40.76,0.0,12.87,-0.3,-1254.94,-31373.5
2021-08-06,16304.4,16254.7,Neutral,Strong Bearish,0,Bear Put Spread,3.51,87.66,-7.96,6.94,False,False,False,close,40.76,0.0,12.87,-0.3,-246.82,-6170.5
2021-08-06,16304.4,16254.7,Neutral,Strong Bearish,0,Straddle,-20.53,-513.13,-0.22,0.0,False,False,False,close,48.91,0.0,12.87,-0.3,338.4,8460.0
2021-08-06,16304.4,16254.7,Neutral,Strong Bearish,0,Strangle,-15.22,-380.43,-2.08,1.24,False,False,False,close,32.61,0.0,12.87,-0.3,-607.0,-15175.0
2021-08-06,16304.4,16254.7,Neutral,Strong Bearish,0,Short Straddle,12.53,313.13,-7.85,0.0,False,False,False,close,81.52,0.0,12.87,-0.3,-2017.54,-50438.5
2021-08-06,16304.4,16254.7,Neutral,Strong Bearish,0,Short Strangle,7.22,180.43,-9.24,0.0,False,False,False,close,65.22,0.0,12.87,-0.3,-1242.68,-31067.0
2021-08-09,16281.35,16254.1,Neutral,Bearish,0,Iron Condor,-3.07,-76.63,-14.45,0.0,False,False,False,close,40.7,0.0,12.61,-0.17,-2339.52,-58488.0
2021-08-09,16281.35,16254.1,Neutral,Bearish,0,Iron Butterfly,-0.59,-14.81,-15.86,0.0,False,False,False,close,65.13,0.0,12.61,-0.17,-2770.25,-69256.25
2021-08-09,16281.35,16254.1,Neutral,Bearish,0,Bull Call Spread,-12.85,-321.36,-23.25,4.41,False,False,False,close,40.7,0.0,12.61,-0.17,-1267.79,-31694.75
2021-08-09,16281.35,16254.1,Neutral,Bearish,0,Bear Put Spread,2.38,59.54,-11.16,16.66,False,False,False,close,40.7,0.0,12.61,-0.17,-244.44,-6111.0
2021-08-09,16281.35,16254.1,Neutral,Bearish,0,Straddle,-19.04,-476.09,-2.22,21.52,False,False,False,close,48.84,0.0,12.61,-0.17,319.36,7984.0
2021-08-09,16281.35,16254.1,Neutral,Bearish,0,Strangle,-11.64,-290.9,-4.25,13.66,False,False,False,close,32.56,0.0,12.61,-0.17,-618.64,-15466.0
2021-08-09,16281.35,16254.1,Neutral,Bearish,0,Short Straddle,11.04,276.09,-29.52,0.0,False,False,False,close,81.41,0.0,12.61,-0.17,-2006.5,-50162.5
2021-08-09,16281.35,16254.1,Neutral,Bearish,0,Short Strangle,3.64,90.9,-21.66,0.0,False,False,False,close,65.13,0.0,12.61,-0.17,-1239.04,-30976.0
2021-08-10,16274.8,16268.3,Neutral,Neutral,0,Iron Condor,1.96,48.93,-19.25,0.0,False,False,False,close,40.69,0.0,12.61,-0.04,-2337.56,-58439.0
2021-08-10,16274.8,16268.3,Neutral,Neutral,0,Iron Butterfly,6.84,171.06,-26.85,0.0,False,False,False,close,65.1,0.0,12.61,-0.04,-2763.41,-69085.25
2021-08-10,16274.8,16268.3,Neutral,Neutral,0,Bull Call Spread,-8.4,-209.95,-21.97,17.54,False,False,False,close,40.69,0.0,12.61,-0.04,-1276.19,-31904.75
2021-08-10,16274.8,16268.3,Neutral,Neutral,0,Bear Put Spread,-4.49,-112.19,-17.94,12.27,False,False,False,close,40.69,0.0,12.61,-0.04,-248.93,-6223.25
2021-08-10,16274.8,16268.3,Neutral,Neutral,0,Straddle,-27.58,-689.62,-2.33,26.97,False,False,False,close,48.82,0.0,12.61,-0.04,291.78,7294.5
2021-08-10,16274.8,16268.3,Neutral,Neutral,0,Strangle,-12.74,-318.56,-1.18,8.12,False,False,False,close,32.55,0.0,12.61,-0.04,-631.38,-15784.5
2021-08-10,16274.8,16268.3,Neutral,Neutral,0,Short Straddle,19.58,489.62,-34.97,0.0,False,False,False,close,81.37,0.0,12.61,-0.04,-1986.92,-49673.0
2021-08-10,16274.8,16268.3,Neutral,Neutral,0,Short Strangle,4.74,118.56,-16.12,0.0,False,False,False,close,65.1,0.0,12.61,-0.04,-1234.3,-30857.5
2021-08-11,16327.3,16275.1,Neutral,Mildly Bearish,0,Iron Condor,-40.82,-1020.46,-49.11,0.0,True,False,False,sl,40.82,0.0,12.71,-0.32,-2378.38,-59459.5
2021-08-11,16327.3,16275.1,Neutral,Mildly Bearish,0,Iron Butterfly,-65.31,-1632.73,-72.31,0.0,True,False,False,sl,65.31,0.0,12.71,-0.32,-2828.72,-70718.0
2021-08-11,16327.3,16275.1,Neutral,Mildly Bearish,0,Bull Call Spread,-25.12,-627.93,-29.97,0.0,False,False,False,close,40.82,0.0,12.71,-0.32,-1301.31,-32532.75
2021-08-11,16327.3,16275.1,Neutral,Mildly Bearish,0,Bear Put Spread,18.28,456.98,-7.2,45.16,False,False,False,close,40.82,0.0,12.71,-0.32,-230.65,-5766.25
2021-08-11,16327.3,16275.1,Neutral,Mildly Bearish,0,Straddle,-4.84,-121.1,-5.06,96.05,False,False,False,close,48.98,0.0,12.71,-0.32,286.94,7173.5
2021-08-11,16327.3,16275.1,Neutral,Mildly Bearish,0,Strangle,-5.58,-139.62,-4.4,31.74,False,False,False,close,32.65,0.0,12.71,-0.32,-636.96,-15924.0
2021-08-11,16327.3,16275.1,Neutral,Mildly Bearish,0,Short Straddle,-81.64,-2040.91,-104.05,0.0,True,False,False,sl,81.64,0.0,12.71,-0.32,-2068.56,-51714.0
2021-08-11,16327.3,16275.1,Neutral,Mildly Bearish,0,Short Strangle,-2.42,-60.38,-39.74,0.0,False,False,False,close,65.31,0.0,12.71,-0.32,-1236.72,-30918.0
2021-08-12,16303.65,16361.35,Neutral,Bearish,1,Iron Condor,-14.27,-356.66,-18.77,0.0,False,False,False,close,40.76,0.0,12.71,0.35,-2392.65,-59816.25
