tradingsymbol,datetime,open,high,low,close,volume
NIFTY 50,2022-08-05 12:15:00,17451.35,17456.35,17430.0,17432.8,0
NIFTY 50,2022-08-05 12:45:00,17432.55,17432.55,17381.85,17408.3,0
NIFTY 50,2022-08-05 13:15:00,17407.75,17434.3,17391.95,17425.45,0
NIFTY 50,2022-08-05 13:45:00,17425.55,17436.25,17380.45,17380.45,0
NIFTY 50,2022-08-05 14:15:00,17379.4,17402.05,17349.6,17371.75,0
NIFTY 50,2022-08-05 14:45:00,17372.05,17416.8,17372.05,17398.45,0
NIFTY 50,2022-08-05 15:15:00,17398.75,17405.4,17383.25,17389.05,0
NIFTY 50,2022-08-08 09:15:00,17401.5,17435.65,17361.0,17435.65,0
NIFTY 50,2022-08-08 09:45:00,17435.85,17443.55,17414.5,17439.3,0
NIFTY 50,2022-08-08 10:15:00,17439.6,17464.9,17434.8,17460.8,0
NIFTY 50,2022-08-08 10:45:00,17460.6,17478.25,17453.85,17457.5,0
NIFTY 50,2022-08-08 11:15:00,17457.4,17485.85,17449.75,17468.0,0
NIFTY 50,2022-08-08 11:45:00,17467.85,17504.2,17460.9,17503.05,0
NIFTY 50,2022-08-08 12:15:00,17503.65,17528.1,17502.75,17517.7,0
NIFTY 50,2022-08-08 12:45:00,17517.2,17534.35,17512.6,17520.3,0
NIFTY 50,2022-08-08 13:15:00,17520.7,17548.7,17506.35,17536.45,0
NIFTY 50,2022-08-08 13:45:00,17536.55,17547.7,17511.8,17526.4,0
NIFTY 50,2022-08-08 14:15:00,17525.7,17537.3,17493.25,17495.85,0
NIFTY 50,2022-08-08 14:45:00,17494.7,17538.75,17485.85,17522.95,0
NIFTY 50,2022-08-08 15:15:00,17522.85,17533.5,17514.1,17527.85,0
NIFTY 50,2022-08-10 09:15:00,17566.1,17566.1,17478.35,17507.8,0
NIFTY 50,2022-08-10 09:45:00,17505.25,17506.35,17443.55,17502.95,0
NIFTY 50,2022-08-10 10:15:00,17503.9,17542.35,17503.9,17522.65,0
NIFTY 50,2022-08-10 10:45:00,17522.15,17532.35,17506.8,17509.2,0
NIFTY 50,2022-08-10 11:15:00,17508.7,17518.65,17487.25,17510.55,0
NIFTY 50,2022-08-10 11:45:00,17510.85,17514.9,17482.0,17509.0,0
NIFTY 50,2022-08-10 12:15:00,17508.9,17521.45,17499.8,17519.5,0
NIFTY 50,2022-08-10 12:45:00,17520.15,17521.3,17494.8,17498.35,0
NIFTY 50,2022-08-10 13:15:00,17498.2,17508.7,17479.55,17500.05,0
NIFTY 50,2022-08-10 13:45:00,17500.9,17532.0,17488.9,17531.25,0
NIFTY 50,2022-08-10 14:15:00,17531.7,17543.55,17518.45,17527.1,0
NIFTY 50,2022-08-10 14:45:00,17527.3,17546.8,17513.05,17537.65,0
NIFTY 50,2022-08-10 15:15:00,17538.7,17540.05,17520.4,17523.75,0
NIFTY 50,2022-08-11 09:15:00,17711.65,17716.65,17668.4,17691.75,0
NIFTY 50,2022-08-11 09:45:00,17691.95,17698.5,17672.6,17673.2,0
NIFTY 50,2022-08-11 10:15:00,17673.45,17695.0,17672.35,17687.05,0
NIFTY 50,2022-08-11 10:45:00,17686.95,17691.15,17674.25,17680.95,0
NIFTY 50,2022-08-11 11:15:00,17680.9,17688.1,17645.85,17658.75,0
NIFTY 50,2022-08-11 11:45:00,17659.0,17668.35,17652.5,17659.9,0
NIFTY 50,2022-08-11 12:15:00,17660.05,17684.6,17659.35,17678.9,0
NIFTY 50,2022-08-11 12:45:00,17678.9,17682.3,17658.9,17671.75,0
NIFTY 50,2022-08-11 13:15:00,17671.55,17673.0,17632.35,17658.85,0
NIFTY 50,2022-08-11 13:45:00,17659.85,17669.7,17638.7,17644.35,0
NIFTY 50,2022-08-11 14:15:00,17644.05,17678.45,17639.55,17655.55,0
NIFTY 50,2022-08-11 14:45:00,17654.0,17676.3,17648.6,17652.95,0
NIFTY 50,2022-08-11 15:15:00,17652.25,17659.85,17638.3,17638.65,0
NIFTY 50,2022-08-12 09:15:00,17659.65,17659.9,17598.15,17637.95,0
NIFTY 50,2022-08-12 09:45:00,17638.05,17680.4,17635.6,17678.3,0
NIFTY 50,2022-08-12 10:15:00,17679.15,17687.65,17647.2,17647.6,0
NIFTY 50,2022-08-12 10:45:00,17648.0,17684.55,17647.3,17683.0,0
NIFTY 50,2022-08-12 11:15:00,17682.45,17699.25,17672.65,17689.45,0
NIFTY 50,2022-08-12 11:45:00,17689.4,17691.55,17674.85,17685.0,0
NIFTY 50,2022-08-12 12:15:00,17685.25,17697.25,17667.5,17695.55,0
NIFTY 50,2022-08-12 12:45:00,17695.55,17711.65,17691.05,17701.1,0
NIFTY 50,2022-08-12 13:15:00,17700.2,17719.3,17690.9,17715.5,0
NIFTY 50,2022-08-12 13:45:00,17715.75,17724.25,17699.7,17709.2,0
NIFTY 50,2022-08-12 14:15:00,17709.25,17709.6,17673.55,17675.2,0
NIFTY 50,2022-08-12 14:45:00,17674.7,17695.85,17661.9,17695.65,0
NIFTY 50,2022-08-12 15:15:00,17695.25,17713.5,17692.4,17698.65,0
NIFTY 50,2022-08-16 09:15:00,17797.2,17826.2,17764.6,17816.5,0
NIFTY 50,2022-08-16 09:45:00,17815.55,17832.55,17806.5,17816.5,0
NIFTY 50,2022-08-16 10:15:00,17816.0,17830.0,17815.0,17820.3,0
NIFTY 50,2022-08-16 10:45:00,17819.7,17838.75,17813.35,17830.95,0
NIFTY 50,2022-08-16 11:15:00,17831.45,17832.75,17799.35,17805.2,0
NIFTY 50,2022-08-16 11:45:00,17804.95,17808.6,17781.35,17797.7,0
NIFTY 50,2022-08-16 12:15:00,17797.85,17814.15,17794.7,17797.1,0
NIFTY 50,2022-08-16 12:45:00,17797.8,17807.9,17776.4,17777.1,0
NIFTY 50,2022-08-16 13:15:00,17776.5,17791.8,17768.2,17788.2,0
NIFTY 50,2022-08-16 13:45:00,17788.05,17802.75,17780.2,17794.75,0
NIFTY 50,2022-08-16 14:15:00,17795.15,17817.15,17794.9,17800.45,0
NIFTY 50,2022-08-16 14:45:00,17800.85,17830.65,17782.25,17830.35,0
NIFTY 50,2022-08-16 15:15:00,17829.95,17836.65,17822.6,17828.3,0
NIFTY 50,2022-08-17 09:15:00,17868.15,17893.45,17834.6,17891.4,0
NIFTY 50,2022-08-17 09:45:00,17890.9,17914.7,17880.65,17909.6,0
NIFTY 50,2022-08-17 10:15:00,17909.55,17920.55,17899.0,17911.4,0
NIFTY 50,2022-08-17 10:45:00,17911.4,17933.05,17908.35,17931.95,0
NIFTY 50,2022-08-17 11:15:00,17932.05,17936.85,17914.25,17920.35,0
NIFTY 50,2022-08-17 11:45:00,17920.4,17933.4,17907.85,17931.05,0
NIFTY 50,2022-08-17 12:15:00,17930.15,17940.85,17922.25,17933.45,0
NIFTY 50,2022-08-17 12:45:00,17934.15,17944.75,17931.75,17934.8,0
NIFTY 50,2022-08-17 13:15:00,17934.2,17943.9,17927.1,17942.1,0
NIFTY 50,2022-08-17 13:45:00,17941.3,17942.35,17917.1,17924.05,0
NIFTY 50,2022-08-17 14:15:00,17923.85,17945.35,17916.4,17938.7,0
NIFTY 50,2022-08-17 14:45:00,17938.0,17965.4,17938.0,17947.15,0
NIFTY 50,2022-08-17 15:15:00,17946.65,17946.65,17927.4,17930.95,0
NIFTY 50,2022-08-18 09:15:00,17898.65,17925.4,17863.85,17921.1,0
NIFTY 50,2022-08-18 09:45:00,17920.7,17954.0,17916.15,17940.4,0
NIFTY 50,2022-08-18 10:15:00,17938.55,17941.15,17890.2,17913.05,0
NIFTY 50,2022-08-18 10:45:00,17913.15,17921.3,17901.5,17903.9,0
NIFTY 50,2022-08-18 11:15:00,17903.95,17903.95,17862.15,17884.25,0
NIFTY 50,2022-08-18 11:45:00,17884.15,17884.3,17852.5,17870.05,0
NIFTY 50,2022-08-18 12:15:00,17870.2,17898.3,17867.0,17897.8,0
NIFTY 50,2022-08-18 12:45:00,17896.9,17907.0,17876.95,17900.9,0
NIFTY 50,2022-08-18 13:15:00,17901.1,17912.85,17891.3,17893.65,0
NIFTY 50,2022-08-18 13:45:00,17894.9,17915.8,17884.15,17915.2,0
NIFTY 50,2022-08-18 14:15:00,17915.4,17942.0,17911.2,17938.55,0
NIFTY 50,2022-08-18 14:45:00,17938.65,17964.55,17933.75,17957.3,0
NIFTY 50,2022-08-18 15:15:00,17956.6,17967.55,17946.4,17964.45,0
NIFTY 50,2022-08-19 09:15:00,17966.55,17989.15,17934.25,17956.4,0
NIFTY 50,2022-08-19 09:45:00,17955.4,17972.15,17941.4,17962.8,0
NIFTY 50,2022-08-19 10:15:00,17962.55,17969.3,17950.55,17958.65,0
NIFTY 50,2022-08-19 10:45:00,17958.7,17964.65,17858.45,17879.4,0
NIFTY 50,2022-08-19 11:15:00,17879.45,17896.2,17786.65,17789.85,0
NIFTY 50,2022-08-19 11:45:00,17788.0,17834.0,17783.35,17806.4,0
NIFTY 50,2022-08-19 12:15:00,17807.1,17809.3,17728.05,17778.9,0
NIFTY 50,2022-08-19 12:45:00,17779.75,17816.7,17762.15,17810.55,0
NIFTY 50,2022-08-19 13:15:00,17810.4,17822.2,17760.45,17775.0,0
NIFTY 50,2022-08-19 13:45:00,17774.65,17779.75,17711.15,17763.4,0
NIFTY 50,2022-08-19 14:15:00,17763.55,17800.8,17763.15,17789.55,0
NIFTY 50,2022-08-19 14:45:00,17789.75,17804.2,17756.25,17765.0,0
NIFTY 50,2022-08-19 15:15:00,17764.65,17767.3,17725.7,17726.95,0
NIFTY 50,2022-08-22 09:15:00,17682.9,17687.55,17594.45,17606.1,0
NIFTY 50,2022-08-22 09:45:00,17606.8,17630.85,17573.15,17580.25,0
NIFTY 50,2022-08-22 10:15:00,17580.7,17599.25,17555.15,17556.35,0
NIFTY 50,2022-08-22 10:45:00,17555.7,17578.95,17544.75,17562.15,0
NIFTY 50,2022-08-22 11:15:00,17561.7,17568.7,17547.7,17561.4,0
NIFTY 50,2022-08-22 11:45:00,17561.55,17584.75,17559.0,17573.85,0
NIFTY 50,2022-08-22 12:15:00,17574.15,17597.0,17564.95,17565.9,0
NIFTY 50,2022-08-22 12:45:00,17565.35,17574.05,17533.85,17546.25,0
NIFTY 50,2022-08-22 13:15:00,17546.0,17564.45,17525.95,17533.15,0
NIFTY 50,2022-08-22 13:45:00,17532.95,17548.35,17523.4,17541.15,0
NIFTY 50,2022-08-22 14:15:00,17540.25,17560.45,17516.0,17518.6,0
NIFTY 50,2022-08-22 14:45:00,17520.0,17534.75,17468.1,17495.3,0
NIFTY 50,2022-08-22 15:15:00,17497.15,17503.95,17487.75,17494.35,0
NIFTY 50,2022-08-23 09:15:00,17357.35,17537.3,17346.95,17525.75,0
NIFTY 50,2022-08-23 09:45:00,17525.55,17587.8,17516.1,17517.0,0
NIFTY 50,2022-08-23 10:15:00,17515.75,17538.25,17417.55,17447.4,0
NIFTY 50,2022-08-23 10:45:00,17448.4,17462.85,17411.7,17431.5,0
NIFTY 50,2022-08-23 11:15:00,17431.35,17509.0,17425.8,17469.85,0
NIFTY 50,2022-08-23 11:45:00,17471.65,17497.3,17452.7,17464.2,0
NIFTY 50,2022-08-23 12:15:00,17463.95,17495.5,17448.6,17487.85,0
NIFTY 50,2022-08-23 12:45:00,17489.05,17551.5,17484.45,17547.25,0
NIFTY 50,2022-08-23 13:15:00,17546.7,17577.1,17544.35,17562.8,0
NIFTY 50,2022-08-23 13:45:00,17562.0,17583.3,17544.65,17573.35,0
NIFTY 50,2022-08-23 14:15:00,17573.7,17593.4,17544.85,17565.85,0
NIFTY 50,2022-08-23 14:45:00,17565.95,17571.75,17525.15,17571.1,0
NIFTY 50,2022-08-23 15:15:00,17571.05,17624.5,17568.95,17623.35,0
NIFTY 50,2022-08-24 09:15:00,17525.45,17605.35,17499.9,17519.0,0
NIFTY 50,2022-08-24 09:45:00,17518.55,17574.5,17509.4,17564.8,0
NIFTY 50,2022-08-24 10:15:00,17564.4,17596.25,17559.65,17575.2,0
NIFTY 50,2022-08-24 10:45:00,17574.85,17615.3,17574.85,17614.35,0
NIFTY 50,2022-08-24 11:15:00,17614.8,17621.75,17594.4,17609.0,0
NIFTY 50,2022-08-24 11:45:00,17609.15,17616.9,17558.75,17566.35,0
NIFTY 50,2022-08-24 12:15:00,17566.8,17597.65,17560.3,17581.4,0
NIFTY 50,2022-08-24 12:45:00,17581.4,17581.9,17530.8,17543.65,0
NIFTY 50,2022-08-24 13:15:00,17543.4,17572.1,17524.2,17571.0,0
NIFTY 50,2022-08-24 13:45:00,17570.35,17584.95,17550.05,17560.25,0
NIFTY 50,2022-08-24 14:15:00,17559.3,17579.35,17557.65,17564.5,0
NIFTY 50,2022-08-24 14:45:00,17564.45,17622.15,17564.45,17618.1,0
NIFTY 50,2022-08-24 15:15:00,17617.75,17617.95,17597.1,17607.55,0
NIFTY 50,2022-08-25 09:15:00,17679.0,17708.5,17659.9,17703.7,0
NIFTY 50,2022-08-25 09:45:00,17703.95,17716.05,17690.6,17694.35,0
NIFTY 50,2022-08-25 10:15:00,17694.2,17699.05,17678.5,17686.1,0
NIFTY 50,2022-08-25 10:45:00,17685.9,17702.35,17676.5,17676.85,0
NIFTY 50,2022-08-25 11:15:00,17677.25,17678.35,17639.5,17674.05,0
NIFTY 50,2022-08-25 11:45:00,17674.45,17704.5,17673.75,17696.3,0
NIFTY 50,2022-08-25 12:15:00,17695.9,17708.1,17691.65,17696.35,0
NIFTY 50,2022-08-25 12:45:00,17696.0,17726.4,17694.6,17712.95,0
NIFTY 50,2022-08-25 13:15:00,17711.8,17714.6,17693.05,17702.75,0
NIFTY 50,2022-08-25 13:45:00,17703.75,17705.8,17682.8,17692.6,0
NIFTY 50,2022-08-25 14:15:00,17692.55,17695.3,17614.35,17645.85,0
NIFTY 50,2022-08-25 14:45:00,17646.85,17653.45,17488.95,17498.9,0
NIFTY 50,2022-08-25 15:15:00,17498.6,17518.95,17488.6,17508.2,0
NIFTY 50,2022-08-26 09:15:00,17619.3,17685.2,17617.2,17635.75,0
NIFTY 50,2022-08-26 09:45:00,17636.0,17667.9,17629.2,17634.6,0
NIFTY 50,2022-08-26 10:15:00,17633.7,17637.3,17597.6,17599.25,0
NIFTY 50,2022-08-26 10:45:00,17599.25,17608.05,17581.6,17586.8,0
NIFTY 50,2022-08-26 11:15:00,17586.45,17617.0,17582.5,17605.1,0
NIFTY 50,2022-08-26 11:45:00,17604.75,17635.65,17602.2,17624.25,0
NIFTY 50,2022-08-26 12:15:00,17624.3,17627.45,17587.1,17619.3,0
NIFTY 50,2022-08-26 12:45:00,17620.05,17632.3,17569.6,17586.8,0
NIFTY 50,2022-08-26 13:15:00,17587.4,17601.35,17564.35,17584.95,0
NIFTY 50,2022-08-26 13:45:00,17584.8,17611.2,17577.2,17596.05,0
NIFTY 50,2022-08-26 14:15:00,17596.1,17605.25,17573.85,17590.8,0
NIFTY 50,2022-08-26 14:45:00,17590.55,17594.25,17520.15,17555.15,0
NIFTY 50,2022-08-26 15:15:00,17556.65,17595.75,17555.75,17582.9,0
NIFTY 50,2022-08-29 09:15:00,17188.65,17283.45,17168.25,17278.2,0
NIFTY 50,2022-08-29 09:45:00,17277.85,17328.65,17267.65,17313.95,0
NIFTY 50,2022-08-29 10:15:00,17313.8,17326.4,17300.8,17310.95,0
NIFTY 50,2022-08-29 10:45:00,17310.6,17319.7,17280.95,17285.1,0
NIFTY 50,2022-08-29 11:15:00,17285.0,17342.85,17281.2,17331.9,0
NIFTY 50,2022-08-29 11:45:00,17332.35,17338.6,17317.7,17327.45,0
NIFTY 50,2022-08-29 12:15:00,17327.75,17369.75,17326.8,17344.0,0
NIFTY 50,2022-08-29 12:45:00,17342.95,17349.9,17312.8,17326.8,0
NIFTY 50,2022-08-29 13:15:00,17326.45,17354.6,17326.45,17345.15,0
NIFTY 50,2022-08-29 13:45:00,17345.25,17379.6,17335.55,17358.0,0
NIFTY 50,2022-08-29 14:15:00,17357.95,17361.5,17310.9,17336.1,0
NIFTY 50,2022-08-29 14:45:00,17335.6,17337.2,17291.75,17293.8,0
NIFTY 50,2022-08-29 15:15:00,17294.4,17339.25,17294.15,17339.1,0
NIFTY 50,2022-08-30 09:15:00,17414.95,17472.7,17409.7,17463.6,0
NIFTY 50,2022-08-30 09:45:00,17463.85,17487.6,17460.4,17480.85,0
NIFTY 50,2022-08-30 10:15:00,17481.85,17519.7,17468.6,17518.0,0
NIFTY 50,2022-08-30 10:45:00,17518.9,17543.75,17514.2,17542.7,0
NIFTY 50,2022-08-30 11:15:00,17543.15,17557.2,17535.55,17553.7,0
NIFTY 50,2022-08-30 11:45:00,17554.15,17583.0,17540.55,17582.0,0
NIFTY 50,2022-08-30 12:15:00,17581.95,17602.95,17576.5,17599.9,0
NIFTY 50,2022-08-30 12:45:00,17600.35,17637.35,17600.2,17635.45,0
NIFTY 50,2022-08-30 13:15:00,17634.85,17669.8,17630.55,17668.05,0
NIFTY 50,2022-08-30 13:45:00,17668.5,17671.2,17644.95,17662.75,0
NIFTY 50,2022-08-30 14:15:00,17662.6,17699.5,17662.6,17693.85,0
NIFTY 50,2022-08-30 14:45:00,17694.85,17774.8,17685.35,17762.8,0
NIFTY 50,2022-08-30 15:15:00,17762.95,17776.85,17740.85,17744.2,0
NIFTY 50,2022-09-01 09:15:00,17485.7,17630.9,17485.7,17629.7,0
NIFTY 50,2022-09-01 09:45:00,17629.55,17670.1,17587.2,17660.75,0
NIFTY 50,2022-09-01 10:15:00,17662.4,17695.5,17631.0,17656.25,0
NIFTY 50,2022-09-01 10:45:00,17656.5,17663.9,17625.45,17647.35,0
NIFTY 50,2022-09-01 11:15:00,17646.75,17667.95,17638.55,17646.1,0
NIFTY 50,2022-09-01 11:45:00,17646.25,17646.25,17568.35,17618.15,0
NIFTY 50,2022-09-01 12:15:00,17617.65,17619.35,17583.9,17609.05,0
NIFTY 50,2022-09-01 12:45:00,17608.7,17617.8,17534.25,17552.3,0
NIFTY 50,2022-09-01 13:15:00,17551.75,17581.2,17526.65,17550.25,0
NIFTY 50,2022-09-01 13:45:00,17550.1,17552.1,17469.0,17518.5,0
NIFTY 50,2022-09-01 14:15:00,17518.0,17570.8,17492.2,17559.35,0
NIFTY 50,2022-09-01 14:45:00,17558.65,17572.05,17507.65,17555.0,0
NIFTY 50,2022-09-01 15:15:00,17554.85,17564.1,17533.55,17563.25,0
NIFTY 50,2022-09-02 09:15:00,17598.4,17643.0,17513.3,17542.1,0
NIFTY 50,2022-09-02 09:45:00,17543.85,17578.2,17477.1,17496.55,0
NIFTY 50,2022-09-02 10:15:00,17496.55,17546.6,17479.75,17540.45,0
NIFTY 50,2022-09-02 10:45:00,17541.1,17549.55,17500.9,17532.85,0
NIFTY 50,2022-09-02 11:15:00,17533.0,17543.15,17507.6,17540.35,0
NIFTY 50,2022-09-02 11:45:00,17540.2,17562.6,17527.2,17555.25,0
NIFTY 50,2022-09-02 12:15:00,17554.7,17575.0,17551.55,17567.3,0
NIFTY 50,2022-09-02 12:45:00,17567.55,17587.1,17559.7,17585.55,0
NIFTY 50,2022-09-02 13:15:00,17586.1,17597.4,17572.15,17579.5,0
NIFTY 50,2022-09-02 13:45:00,17579.55,17618.55,17572.85,17612.95,0
NIFTY 50,2022-09-02 14:15:00,17612.75,17623.45,17565.5,17566.05,0
NIFTY 50,2022-09-02 14:45:00,17565.45,17565.45,17518.85,17550.75,0
NIFTY 50,2022-09-02 15:15:00,17551.5,17560.6,17520.2,17527.85,0
NIFTY 50,2022-09-05 09:15:00,17546.45,17646.1,17546.45,17637.8,0
NIFTY 50,2022-09-05 09:45:00,17638.8,17657.55,17608.85,17648.15,0
NIFTY 50,2022-09-05 10:15:00,17648.85,17657.25,17630.35,17640.0,0
NIFTY 50,2022-09-05 10:45:00,17641.0,17650.0,17618.7,17633.35,0
NIFTY 50,2022-09-05 11:15:00,17631.55,17638.3,17618.75,17633.95,0
NIFTY 50,2022-09-05 11:45:00,17633.7,17662.0,17631.75,17660.0,0
NIFTY 50,2022-09-05 12:15:00,17658.75,17680.3,17656.45,17672.25,0
NIFTY 50,2022-09-05 12:45:00,17671.3,17681.2,17647.35,17650.45,0
NIFTY 50,2022-09-05 13:15:00,17650.55,17656.0,17630.2,17632.25,0
NIFTY 50,2022-09-05 13:45:00,17633.0,17678.7,17629.7,17669.4,0
NIFTY 50,2022-09-05 14:15:00,17669.15,17682.95,17655.85,17670.6,0
NIFTY 50,2022-09-05 14:45:00,17669.95,17680.15,17651.2,17671.95,0
NIFTY 50,2022-09-05 15:15:00,17671.6,17672.15,17652.3,17653.9,0
NIFTY 50,2022-09-06 09:15:00,17695.7,17764.0,17669.35,17676.4,0
NIFTY 50,2022-09-06 09:45:00,17676.15,17686.3,17633.15,17641.15,0
NIFTY 50,2022-09-06 10:15:00,17640.45,17642.25,17587.95,17605.45,0
NIFTY 50,2022-09-06 10:45:00,17605.9,17668.15,17603.0,17667.45,0
NIFTY 50,2022-09-06 11:15:00,17667.65,17675.15,17643.9,17672.5,0
NIFTY 50,2022-09-06 11:45:00,17672.35,17696.8,17661.25,17682.6,0
NIFTY 50,2022-09-06 12:15:00,17682.15,17710.75,17682.15,17708.45,0
NIFTY 50,2022-09-06 12:45:00,17707.85,17715.7,17680.6,17693.65,0
NIFTY 50,2022-09-06 13:15:00,17693.85,17714.4,17682.05,17693.7,0
NIFTY 50,2022-09-06 13:45:00,17694.45,17699.0,17672.3,17697.0,0
NIFTY 50,2022-09-06 14:15:00,17697.55,17705.45,17639.45,17641.05,0
NIFTY 50,2022-09-06 14:45:00,17641.15,17680.6,17637.55,17653.05,0
NIFTY 50,2022-09-06 15:15:00,17653.0,17657.15,17641.5,17651.6,0
NIFTY 50,2022-09-07 09:15:00,17519.4,17593.3,17519.4,17579.15,0
NIFTY 50,2022-09-07 09:45:00,17577.4,17592.8,17559.45,17579.0,0
NIFTY 50,2022-09-07 10:15:00,17577.3,17585.75,17563.35,17567.1,0
NIFTY 50,2022-09-07 10:45:00,17567.2,17573.75,17538.55,17538.55,0
NIFTY 50,2022-09-07 11:15:00,17538.55,17569.6,17533.3,17569.05,0
NIFTY 50,2022-09-07 11:45:00,17569.0,17617.3,17567.0,17614.6,0
NIFTY 50,2022-09-07 12:15:00,17614.85,17636.55,17611.3,17616.1,0
NIFTY 50,2022-09-07 12:45:00,17615.6,17621.85,17599.9,17617.85,0
NIFTY 50,2022-09-07 13:15:00,17617.7,17650.7,17617.7,17632.65,0
NIFTY 50,2022-09-07 13:45:00,17633.4,17646.3,17621.45,17628.95,0
NIFTY 50,2022-09-07 14:15:00,17628.25,17646.7,17599.0,17609.75,0
NIFTY 50,2022-09-07 14:45:00,17610.3,17628.9,17605.0,17617.1,0
NIFTY 50,2022-09-07 15:15:00,17617.1,17638.6,17616.5,17629.5,0
NIFTY 50,2022-09-08 09:15:00,17748.15,17791.1,17732.8,17773.0,0
NIFTY 50,2022-09-08 09:45:00,17772.05,17778.8,17755.35,17770.0,0
NIFTY 50,2022-09-08 10:15:00,17769.95,17787.15,17731.3,17742.75,0
NIFTY 50,2022-09-08 10:45:00,17742.7,17758.0,17734.55,17746.15,0
NIFTY 50,2022-09-08 11:15:00,17746.55,17749.15,17723.15,17744.2,0
NIFTY 50,2022-09-08 11:45:00,17743.95,17756.9,17741.4,17751.4,0
NIFTY 50,2022-09-08 12:15:00,17751.85,17761.55,17731.55,17751.05,0
NIFTY 50,2022-09-08 12:45:00,17751.0,17751.55,17692.9,17723.2,0
NIFTY 50,2022-09-08 13:15:00,17722.95,17749.7,17722.15,17742.45,0
NIFTY 50,2022-09-08 13:45:00,17742.35,17754.9,17718.2,17746.75,0
NIFTY 50,2022-09-08 14:15:00,17746.45,17784.8,17740.4,17779.7,0
NIFTY 50,2022-09-08 14:45:00,17780.35,17806.95,17777.1,17796.35,0
NIFTY 50,2022-09-08 15:15:00,17796.1,17804.5,17790.5,17800.1,0
NIFTY 50,2022-09-09 09:15:00,17923.35,17925.3,17868.75,17894.25,0
NIFTY 50,2022-09-09 09:45:00,17893.1,17908.75,17881.05,17894.3,0
NIFTY 50,2022-09-09 10:15:00,17891.6,17919.45,17891.25,17894.85,0
NIFTY 50,2022-09-09 10:45:00,17894.35,17899.9,17879.8,17883.45,0
NIFTY 50,2022-09-09 11:15:00,17883.65,17884.55,17853.3,17858.5,0
NIFTY 50,2022-09-09 11:45:00,17858.85,17867.7,17824.9,17824.9,0
NIFTY 50,2022-09-09 12:15:00,17824.8,17859.95,17816.75,17859.1,0
NIFTY 50,2022-09-09 12:45:00,17858.85,17861.25,17827.25,17829.45,0
NIFTY 50,2022-09-09 13:15:00,17829.9,17837.45,17786.15,17819.3,0
NIFTY 50,2022-09-09 13:45:00,17818.6,17855.3,17818.6,17846.85,0
NIFTY 50,2022-09-09 14:15:00,17846.3,17862.9,17833.8,17857.55,0
NIFTY 50,2022-09-09 14:45:00,17858.8,17868.3,17837.45,17838.85,0
NIFTY 50,2022-09-09 15:15:00,17839.75,17839.75,17809.7,17829.3,0
NIFTY 50,2022-09-12 09:15:00,17890.85,17941.7,17890.85,17937.05,0
NIFTY 50,2022-09-12 09:45:00,17937.0,17967.8,17933.8,17967.1,0
NIFTY 50,2022-09-12 10:15:00,17967.55,17970.2,17935.05,17943.15,0
NIFTY 50,2022-09-12 10:45:00,17944.5,17953.75,17931.15,17946.9,0
NIFTY 50,2022-09-12 11:15:00,17947.0,17960.55,17946.65,17955.95,0
NIFTY 50,2022-09-12 11:45:00,17955.05,17970.75,17947.55,17968.35,0
NIFTY 50,2022-09-12 12:15:00,17968.2,17969.2,17953.1,17959.8,0
NIFTY 50,2022-09-12 12:45:00,17961.4,17962.45,17945.15,17952.55,0
NIFTY 50,2022-09-12 13:15:00,17952.15,17958.3,17943.2,17950.9,0
NIFTY 50,2022-09-12 13:45:00,17950.95,17980.2,17936.15,17977.5,0
NIFTY 50,2022-09-12 14:15:00,17977.85,17978.4,17943.05,17945.5,0
NIFTY 50,2022-09-12 14:45:00,17945.55,17963.2,17930.85,17933.25,0
NIFTY 50,2022-09-12 15:15:00,17932.2,17936.35,17924.15,17931.6,0
NIFTY 50,2022-09-13 09:15:00,18044.45,18060.1,18021.35,18055.9,0
NIFTY 50,2022-09-13 09:45:00,18055.75,18062.85,18046.55,18058.8,0
NIFTY 50,2022-09-13 10:15:00,18058.5,18065.25,18016.05,18045.15,0
NIFTY 50,2022-09-13 10:45:00,18045.3,18055.8,18037.3,18051.75,0
NIFTY 50,2022-09-13 11:15:00,18050.7,18056.8,18033.5,18051.9,0
NIFTY 50,2022-09-13 11:45:00,18052.95,18078.85,18049.15,18070.95,0
NIFTY 50,2022-09-13 12:15:00,18070.8,18079.75,18057.55,18061.85,0
NIFTY 50,2022-09-13 12:45:00,18061.95,18080.7,18061.85,18067.35,0
NIFTY 50,2022-09-13 13:15:00,18068.2,18075.7,18058.9,18064.45,0
NIFTY 50,2022-09-13 13:45:00,18064.0,18087.95,18063.8,18081.95,0
NIFTY 50,2022-09-13 14:15:00,18081.2,18083.9,18060.55,18077.95,0
NIFTY 50,2022-09-13 14:45:00,18077.85,18084.1,18065.35,18070.0,0
NIFTY 50,2022-09-13 15:15:00,18069.65,18070.95,18058.45,18066.5,0
NIFTY 50,2022-09-14 09:15:00,17771.15,17931.9,17771.15,17926.0,0
NIFTY 50,2022-09-14 09:45:00,17925.9,17945.5,17883.55,17913.5,0
NIFTY 50,2022-09-14 10:15:00,17913.6,17932.2,17903.05,17924.65,0
NIFTY 50,2022-09-14 10:45:00,17924.7,17957.75,17922.15,17949.05,0
NIFTY 50,2022-09-14 11:15:00,17948.45,17973.7,17944.85,17973.2,0
NIFTY 50,2022-09-14 11:45:00,17972.7,18014.9,17966.45,18002.55,0
